42467330	42510401	170.680257384
42467330	42467331	82.0983481188
42467330	42467327	82.0143236109
42467330	42494695	141.33689208
42467331	42467330	82.0983481188
42467331	42467333	79.0443946503
42467331	42489551	140.831393868
42467333	42510409	170.800926493
42467333	42467331	79.0443946503
42467333	42467334	84.9840226337
42467334	42494706	142.119476784
42467334	42510419	170.800869838
42467334	42467333	84.9840226337
42467334	42467335	85.1429522145
42467335	42467337	79.1372104196
42467335	42494709	143.456327975
42467335	42467334	85.1429522145
42467337	42510432	171.029388851
42467337	42467339	82.1820125492
42467337	42467335	79.1372104196
42991626	42991601	114.678069648
42991626	42980628	93.793180056
42991626	42991630	113.323880884
42467339	42467337	82.1820125492
42467339	42473147	143.476807673
42467339	42467343	81.9297179065
42860546	42872047	87.2178174844
42860546	42872051	161.960419717
42860546	42817478	81.3147330255
42860546	42860543	114.648108839
42991630	42991626	113.323880884
42991630	42991635	23.5141094727
42467343	42510442	170.932398864
42467343	42467339	81.9297179065
42467343	42467346	79.1191002405
42467346	42467343	79.1191002405
42467346	42467350	82.1161305128
42467346	42494719	143.795624989
42860563	42860570	80.6289704186
42860563	42833380	64.5184576959
42860563	42880274	207.605752747
42467350	42467346	82.1161305128
42467350	42467355	82.0136093084
42467350	42467788	170.898122939
42991641	42991635	73.6613922076
42991641	42991645	76.8156132034
42991641	42951363	283.036947384
42860570	42860563	80.6289704186
42860570	42867654	210.724498457
42860570	42849631	80.2622794292
42467355	42467360	55.9597688372
42467355	42468581	75.3002404266
42467355	42467350	82.0136093084
42467355	42510453	171.0294152
42991645	42991641	76.8156132034
42991645	42971010	76.6938460165
42991645	42951358	274.412537369
42467360	42467272	26.7790288525
42467360	42467355	55.9597688372
42467360	42468582	65.5581229985
42860580	42866368	207.014889263
42860580	42820840	79.314107716
42860580	42866365	207.80427922
42860580	42860576	78.8744915025
42467369	2282434945	142.140567785
42467369	42485325	76.9555770949
42860586	42820840	79.2295193171
42860586	597294547	208.277822993
42860586	42860591	78.7180765523
42467372	42489257	76.5219628697
42467372	42489258	81.1989417257
42467372	42467369	192.589621904
42467374	42467372	136.608557149
42467374	42528470	80.8918962816
42860591	42860586	78.7180765523
42860591	42860595	78.1267849072
42860591	42880290	207.715557961
42991666	42978564	164.247571274
42991666	42991662	11.3581823756
42991666	42991670	37.9109882024
42860595	597294545	207.940412364
42860595	42860598	79.7545778905
42860595	42860591	78.1267849072
42860598	42860601	80.4094703324
42860598	42880298	207.060858869
42860598	42860595	79.7545778905
42860601	42841827	78.5470085894
42860601	597294492	207.892036083
42860601	42860598	80.4094703324
42860603	598433545	207.301423388
42860603	42841827	75.928287903
42860603	42880308	207.606946594
42860603	42860605	81.9976182918
42860605	42860609	78.8972273201
42860605	2708237394	207.716794567
42860605	42860603	81.9976182918
42860609	42880313	207.771523262
42860609	42860613	78.7374808695
42860609	42860605	78.8972273201
42729538	42728618	15.8254830982
42729538	42728612	129.752773875
42729538	42770650	138.67570501
42467396	42516187	78.9770364353
42467396	42469876	79.5629156331
42860613	42860609	78.7374808695
42860613	2844853157	207.184895407
42860613	42860615	78.8741487013
42860615	42860617	79.2735301919
42860615	42896827	129.8355795
42860615	42860613	78.8741487013
42860617	42860618	79.5974579566
42860617	42860615	79.2735301919
42860617	2844853154	207.646079274
42860617	42896831	66.1469052481
42860618	42860617	79.5974579566
42860618	42880331	207.714733554
42860618	42896831	103.645581339
42860618	42860622	78.8286571958
42860618	42885759	99.6911543345
42467403	42504433	136.563488856
42467403	42525571	76.6292438932
42467403	42467405	71.7735725539
42467405	42478151	99.2872130263
42860622	42860618	78.8286571958
42860622	42833579	78.5256634512
42860622	42885759	60.6175929469
2757492815	3380068752	18.4355711736
2757492815	2449849365	369.922188746
42860624	42896840	163.836608043
42860624	42859969	78.9688194801
42860624	42833579	79.8059790022
42991698	42959552	44.0754038574
42991698	43020689	78.7363362048
42991698	42968788	49.5389290141
42991702	42959552	31.8502361511
42991702	42992689	130.513156391
42991702	42969226	66.9949597642
598321849	598321852	34.3136104989
598321849	42465948	33.2170923521
42467417	598227892	11.5766743169
42860635	276315696	203.645729593
42860635	42807854	79.5783576431
42860635	276299246	293.496600784
42445498	42445505	94.1382537533
42445498	42458267	45.5454652397
42991710	42960441	77.705989245
42991710	42987482	351.025577463
42991710	2546938019	28.7779659205
42467425	42475392	233.359788971
42467425	4224536022	85.5172765378
42838715	42898096	76.1313505615
42838715	42881285	77.6120237519
42838715	42809893	201.018867312
280232037	3326202682	61.9161726321
280232037	42928893	135.64881362
280232037	42863502	183.407128923
42991718	42976160	66.0159724633
42991718	42953457	24.7386507967
42991718	42960441	52.5149997122
42467431	42467425	121.453328945
42467431	597826226	39.3861925767
42467435	42535067	233.943211871
42467435	597728063	81.3793257375
42467437	42517539	49.966349655
42467437	42467435	86.833490994
42991727	42999424	176.113900987
42991727	42953457	79.1452390786
42991727	42983797	82.5380461455
42860656	42880509	77.9106466462
42860656	42860653	200.388761288
2024822120	2024974851	138.106899554
2024822120	2024822140	23.3185849539
42467443	42533000	232.872009341
42467443	42467437	86.8295467582
42991732	42948378	122.61268828
42991732	43016460	98.6385992155
42991732	42983797	81.2847400663
42991732	42961711	119.823296314
42860663	42860659	133.154109991
42467448	4887900642	98.3371615855
42467448	42467443	99.6841023719
42467452	42467448	99.0882176936
42991741	42951466	40.7484285257
42991741	43000611	128.925043156
42991741	2550837662	53.9577776048
42467454	42467452	99.3338601053
42467454	42529533	92.6559603678
42467456	42474990	233.784896303
42467456	42467454	99.222923944
42991746	42994756	37.2171111175
42991746	42991742	57.5260152005
42991746	42990967	28.9632429204
42860675	42880559	178.68694469
42860675	42827525	81.8646236738
42860675	42860677	83.6917084527
42467460	42467456	99.555633164
42467460	42533546	233.812034917
42467460	42529535	92.9186088434
42860677	42844321	107.332438695
42860677	42860675	83.6917084527
42860677	42880565	152.445258248
42467463	42475498	234.127944877
42467463	42467460	93.9562978349
42991752	42981506	120.646537835
42991752	42960978	345.049764617
42991752	42991758	76.5339937721
42991752	42991749	97.2090150303
42467466	42474825	233.926715895
42467466	42474828	233.728155979
42467466	541999321	21.9140012881
42467469	1259822845	80.9789775408
42467469	42475502	234.343378812
42467470	42467469	93.5126053528
42467470	42515014	234.05282924
42467472	42471106	234.048574148
42467472	42467470	99.7654408648
42467474	42509064	234.479716647
42467474	42467472	99.105952661
598321859	598321712	162.95710471
598321859	598322266	11.3677004071
42467476	42467474	99.3338601053
42467476	42475511	234.086693937
2024822126	42733112	8.64590276199
2024822126	2024822088	81.8547788299
2024822126	2024828308	242.472858671
42467478	4202560354	31.6749236563
42467478	42467476	99.4327991859
42467478	42477566	117.193090482
42467480	42472176	236.96475285
42467480	42472170	116.699087854
42467480	42467478	134.791297641
42467482	42467480	87.6665876725
42467482	42514755	236.930120289
42467482	42475517	234.864080795
106692763	60653656	1012.22680562
106692763	42723930	383.732685032
42467484	42467482	82.4428825002
42467484	42475522	237.138257852
42860701	276298577	45.3554958215
42860701	42866012	79.8616920381
42860701	42846791	154.959142382
42467487	42467104	80.0037057757
42467487	42475526	238.394193131
42467490	42522023	235.330115167
42467490	42475534	228.357654266
42467490	42467487	254.637730066
42860713	42890827	227.478112774
42467502	42504097	144.776222656
42467502	42499149	18.9128918156
42467503	42499146	79.6177799582
42467503	42467502	23.8284152194
42860721	42896581	57.1142163765
42467507	2568052329	98.5812927686
42467507	42501378	17.4681195021
42467507	42467503	149.313245182
42860724	42863121	174.253588658
42860724	42850906	76.0205809074
42860724	42937799	144.833950689
42860726	42863123	175.938559479
42860726	42860724	76.4789611852
42860730	42860726	64.2136272902
42860730	42915719	131.288460363
42467515	42468700	39.2484248945
42467515	42467517	37.0154454923
42467515	42521149	204.175415867
42467517	42467515	37.0154454923
42860734	42863128	174.870370108
42860734	42860730	76.4328695275
42860576	42880280	207.801186116
42860576	42860580	78.8744915025
42860576	42849631	76.4912161827
42860740	42860734	67.3037981551
42467525	42502040	71.85690385
42467525	42515304	12.369689711
42467525	42467527	288.470960773
42467527	42467529	277.426153708
42467527	42502042	71.9016670502
42467527	42525235	81.5666094825
42467527	42467525	288.470960773
42467529	42525240	81.2559678212
42467529	42467532	261.444906299
42467529	42502046	72.0198984356
42467529	42467527	277.426153708
42991819	42991825	77.3619510156
42991819	42963489	135.793711996
42991819	42991817	78.5012126964
42467532	42467529	261.444906299
42467532	42502051	71.9714520682
42467532	42467533	31.8792276226
42467532	42508275	71.9438969534
42467533	42467532	31.8792276226
42467533	42502053	69.4963675954
42467536	42502059	84.2553430514
42467536	42509598	64.8085750848
42991825	43027432	75.149341971
42991825	42986459	95.5156746504
42991825	42991819	77.3619510156
42467539	42467536	204.234668069
42467539	42525266	66.6337859582
42467539	42502063	87.304266833
42860766	3554966650	158.104352431
42860766	42860771	81.9497914883
42860766	42923949	131.942833227
42860766	42807491	78.8024705328
42467551	42509273	78.9194997827
42467551	42526525	60.4605301098
42428970	561035379	18.3058071689
42428970	42428967	82.3108263207
42860771	3554966648	168.19198477
42860771	42860766	81.9497914883
42860771	42937966	152.779045465
42860771	42860775	81.9187165976
4695130340	280638530	432.1510861
4695130340	4695130347	120.082072759
42860775	42914168	173.710958843
42860775	42860779	79.1437586779
42860775	3554966647	168.445288423
42860775	42860771	81.9187165976
280232168	3326202688	32.9294600332
280232168	42863502	82.5803676671
280232168	42863503	44.2295201981
4695130347	42845296	11.4522197895
4695130347	277631097	98.0293718755
4695130347	4695130340	120.082072759
42991854	42990816	22.9731976468
42991854	42991858	86.95841506
42991858	42991860	19.7520461567
42991858	42991854	86.95841506
42991858	42993383	13.5574976806
42860787	42832152	79.0407458878
42860787	3554966643	184.807735942
42860787	42927235	213.830759881
42860787	42819527	79.0633768998
42991860	42991858	19.7520461567
42991860	42966212	73.3996947732
42991860	42993362	36.5690867262
42860796	42832152	79.623892526
42860796	42860801	123.891429961
42860796	42845760	76.2690250911
42860796	42939256	77.7858431943
42991658	42979963	44.0592466216
42991658	43024420	40.0659017292
42991658	42991662	37.4026325655
42467584	42467584	297.643197716
42467584	42467584	297.643197716
42467584	3783475599	109.994247795
42860801	42845762	78.5482707546
42860801	42860796	123.891429961
2800213201	42480265	28.5504797359
460237526	460242081	372.629419871
460237526	279147285	284.284720936
42991879	42961536	111.097456735
42991879	42966281	77.315487273
42991879	43002930	149.104309385
42860809	42927996	148.137365029
42860809	42860812	90.8972926819
42860812	42820649	75.5887571355
42860812	42845718	103.67805479
42860812	42860809	90.8972926819
2481848593	2406325294	12.8566552055
42860818	42820649	76.4602803197
42860818	42845722	152.393814183
42860818	42811196	75.9155265119
374494595	42434780	33.1725216272
374494595	42454893	39.4208565121
42991662	42991666	11.3581823756
42991662	43024420	54.2874636288
42991662	42991658	37.4026325655
42860825	42811196	75.7034922268
42860825	42860828	43.5620206805
42860825	42845726	149.649200197
42860828	42860833	79.705405174
42860828	42887654	177.119700159
42860828	42860825	43.5620206805
42860833	42845732	140.876728192
42860833	42860828	79.705405174
42860833	42860837	78.9264657752
42860837	42860840	75.6874778895
42860837	42860833	78.9264657752
42860837	42888464	173.034559514
42860840	42860837	75.6874778895
42860840	42841342	76.3535881715
42860840	42845735	136.787561731
42860843	42845742	137.550826773
42860843	42841342	75.6545455747
42860843	42860846	76.4036205099
42860846	42904656	147.320765569
42860846	42860849	76.1264966614
42860846	42860843	76.4036205099
42860849	42860846	76.1264966614
42860849	42845751	137.633622866
42729782	42778720	81.0136514735
42729782	42729784	209.507482059
42729782	42752580	399.985351667
42991927	42970905	55.7232169771
42991927	43008524	55.7147249205
42991927	42954126	44.88086985
42729784	42729782	209.507482059
42729784	42730391	93.5481641511
42860861	42860864	146.711368879
42860861	42919524	76.0619458824
42860864	42860869	223.565867633
42860864	42845543	76.2954906543
2024822155	42733112	8.93604181363
2024822155	2024822161	34.2318264706
2024822155	42733116	72.2512279
42729796	42759832	87.0202219844
42729796	4951324427	55.2199879231
42729796	42780540	72.6543999287
42729796	42729799	202.473930868
42467653	42499114	71.3997039298
42729799	42729809	21.395464182
42729799	42775429	24.5679251784
42860873	42860721	19.4177192684
42729809	42729812	184.405423884
42729809	42759838	66.1722435149
42729809	42729799	21.395464182
42729812	42740275	46.8832073636
42729812	42729815	77.2409284282
42860885	42845253	35.8338186765
42467670	42505003	90.2933285088
42467670	42467675	259.371905431
42467670	1773314095	90.4742138974
42729815	42729818	99.4534179852
42729815	42759799	93.2922139335
42729818	42753809	96.2866210173
42729818	42753805	66.5932639394
42729818	42729822	106.850408705
42467675	42508971	90.3847138958
42467675	42467677	183.904071236
42467675	42508965	89.9402871641
42860892	42893656	159.834112205
42860892	42848043	129.796249075
42860892	42893660	92.0372941873
42467677	42503435	92.6727380932
42467677	2377652123	10.844269582
42729822	42729824	195.469334289
42729822	42775435	70.9916471551
42860896	42807433	84.7897251339
42860896	42848043	98.9870221809
42860896	42928310	91.6372341494
42729826	42770556	75.996154338
42729826	42729829	184.697535776
279183419	279183512	78.7956079596
279183419	42878308	76.5355063404
42729829	42774504	97.8305827369
42729829	42729842	34.1739864853
42729829	42758691	96.673734515
42467687	42476179	79.1800205271
42467687	42513967	82.2036691241
42824685	42924305	79.5996092775
42824685	42901187	78.9593460957
42824685	42824687	256.822541221
411566447	598365272	2722.34700439
42860912	42854376	78.9818292644
42860912	42940101	186.380377667
